qid	pid	score
389cc90cb2e3c1ef291ea78b73ece9d4_8	2455	8.779752731323242
389cc90cb2e3c1ef291ea78b73ece9d4_8	2456	8.246801376342773
389cc90cb2e3c1ef291ea78b73ece9d4_10	2450	8.325982093811035
389cc90cb2e3c1ef291ea78b73ece9d4_10	2451	5.997639179229736
389cc90cb2e3c1ef291ea78b73ece9d4_10	2453	5.631817817687988
389cc90cb2e3c1ef291ea78b73ece9d4_10	2454	6.319537162780762
389cc90cb2e3c1ef291ea78b73ece9d4_10	2455	6.869931221008301
389cc90cb2e3c1ef291ea78b73ece9d4_10	2456	12.154036521911621
389cc90cb2e3c1ef291ea78b73ece9d4_12	2450	8.470220565795898
389cc90cb2e3c1ef291ea78b73ece9d4_12	2451	7.458865165710449
389cc90cb2e3c1ef291ea78b73ece9d4_12	2453	7.770123481750488
389cc90cb2e3c1ef291ea78b73ece9d4_12	2454	9.454623222351074
389cc90cb2e3c1ef291ea78b73ece9d4_12	2455	9.101554870605469
389cc90cb2e3c1ef291ea78b73ece9d4_12	2456	9.525567054748535
389cc90cb2e3c1ef291ea78b73ece9d4_14	2450	6.997821807861328
389cc90cb2e3c1ef291ea78b73ece9d4_14	2451	6.393266677856445
389cc90cb2e3c1ef291ea78b73ece9d4_14	2453	6.153095722198486
389cc90cb2e3c1ef291ea78b73ece9d4_14	2454	6.288082599639893
389cc90cb2e3c1ef291ea78b73ece9d4_14	2455	7.14526891708374
389cc90cb2e3c1ef291ea78b73ece9d4_14	2456	7.406555652618408
04479f1bf3da15cdbb958078cb204a26_1	1848	7.305281639099121
04479f1bf3da15cdbb958078cb204a26_1	1849	10.405759811401367
04479f1bf3da15cdbb958078cb204a26_1	1846	7.617995738983154
04479f1bf3da15cdbb958078cb204a26_1	1847	10.2732572555542
04479f1bf3da15cdbb958078cb204a26_6	1848	7.404312610626221
04479f1bf3da15cdbb958078cb204a26_6	1849	9.302164077758789
04479f1bf3da15cdbb958078cb204a26_6	1846	5.464944839477539
04479f1bf3da15cdbb958078cb204a26_6	1847	10.980813980102539
04479f1bf3da15cdbb958078cb204a26_9	1848	8.148515701293945
04479f1bf3da15cdbb958078cb204a26_9	1849	10.7744722366333
04479f1bf3da15cdbb958078cb204a26_9	1846	5.982931137084961
04479f1bf3da15cdbb958078cb204a26_9	1847	13.87430191040039
04479f1bf3da15cdbb958078cb204a26_11	1848	6.008272647857666
04479f1bf3da15cdbb958078cb204a26_11	1849	11.313475608825684
04479f1bf3da15cdbb958078cb204a26_11	1846	5.736721992492676
04479f1bf3da15cdbb958078cb204a26_11	1847	11.478065490722656
04479f1bf3da15cdbb958078cb204a26_13	1848	8.352479934692383
04479f1bf3da15cdbb958078cb204a26_13	1849	10.164710998535156
04479f1bf3da15cdbb958078cb204a26_13	1846	5.75950288772583
04479f1bf3da15cdbb958078cb204a26_13	1847	14.243053436279297
b1636bf0a27cb22b424bd5c572646dfa_1	1848	5.38460111618042
b1636bf0a27cb22b424bd5c572646dfa_1	1849	8.88182258605957
b1636bf0a27cb22b424bd5c572646dfa_1	1846	4.156166076660156
b1636bf0a27cb22b424bd5c572646dfa_1	1847	9.724675178527832
b1636bf0a27cb22b424bd5c572646dfa_4	1848	7.4319257736206055
b1636bf0a27cb22b424bd5c572646dfa_4	1849	9.343057632446289
b1636bf0a27cb22b424bd5c572646dfa_4	1846	5.518189430236816
b1636bf0a27cb22b424bd5c572646dfa_4	1847	11.326861381530762
b1636bf0a27cb22b424bd5c572646dfa_6	1848	6.558440208435059
b1636bf0a27cb22b424bd5c572646dfa_6	1849	8.34725570678711
b1636bf0a27cb22b424bd5c572646dfa_6	1846	4.745892524719238
b1636bf0a27cb22b424bd5c572646dfa_6	1847	10.957927703857422
b1636bf0a27cb22b424bd5c572646dfa_8	1848	4.403120994567871
b1636bf0a27cb22b424bd5c572646dfa_8	1849	5.728628158569336
b1636bf0a27cb22b424bd5c572646dfa_8	1846	3.322561025619507
b1636bf0a27cb22b424bd5c572646dfa_8	1847	7.250500679016113
b1636bf0a27cb22b424bd5c572646dfa_10	1848	9.86578369140625
b1636bf0a27cb22b424bd5c572646dfa_10	1849	8.821017265319824
b1636bf0a27cb22b424bd5c572646dfa_10	1846	7.625600814819336
b1636bf0a27cb22b424bd5c572646dfa_10	1847	9.21546745300293
b1636bf0a27cb22b424bd5c572646dfa_12	1848	8.311480522155762
b1636bf0a27cb22b424bd5c572646dfa_12	1849	8.610681533813477
b1636bf0a27cb22b424bd5c572646dfa_12	1846	9.052769660949707
b1636bf0a27cb22b424bd5c572646dfa_12	1847	9.463640213012695
b1636bf0a27cb22b424bd5c572646dfa_14	1848	6.301764965057373
b1636bf0a27cb22b424bd5c572646dfa_14	1849	9.69865894317627
b1636bf0a27cb22b424bd5c572646dfa_14	1846	4.654721736907959
b1636bf0a27cb22b424bd5c572646dfa_14	1847	11.227584838867188
b15800c850f4b6e6035f4213b073dca0_1	1824	8.401566505432129
b15800c850f4b6e6035f4213b073dca0_1	1813	10.872518539428711
b15800c850f4b6e6035f4213b073dca0_1	1814	10.007402420043945
b15800c850f4b6e6035f4213b073dca0_1	1815	9.88061237335205
b15800c850f4b6e6035f4213b073dca0_1	1817	8.399603843688965
b15800c850f4b6e6035f4213b073dca0_1	1819	9.177271842956543
b15800c850f4b6e6035f4213b073dca0_1	1821	8.08424186706543
b15800c850f4b6e6035f4213b073dca0_1	1822	8.075568199157715
b15800c850f4b6e6035f4213b073dca0_3	1824	7.6816301345825195
b15800c850f4b6e6035f4213b073dca0_3	1813	11.1146240234375
b15800c850f4b6e6035f4213b073dca0_3	1814	8.72305965423584
b15800c850f4b6e6035f4213b073dca0_3	1815	8.535959243774414
b15800c850f4b6e6035f4213b073dca0_3	1817	7.756579399108887
b15800c850f4b6e6035f4213b073dca0_3	1819	8.482322692871094
b15800c850f4b6e6035f4213b073dca0_3	1821	7.432291507720947
b15800c850f4b6e6035f4213b073dca0_3	1822	7.423273086547852
b15800c850f4b6e6035f4213b073dca0_5	1776	5.034429550170898
b15800c850f4b6e6035f4213b073dca0_5	1777	7.558041572570801
b15800c850f4b6e6035f4213b073dca0_5	1778	6.302155494689941
b15800c850f4b6e6035f4213b073dca0_5	1779	7.1917877197265625
b15800c850f4b6e6035f4213b073dca0_5	1780	9.764498710632324
b15800c850f4b6e6035f4213b073dca0_5	1781	4.786192893981934
b15800c850f4b6e6035f4213b073dca0_7	1776	7.183139801025391
b15800c850f4b6e6035f4213b073dca0_7	1777	9.979584693908691
b15800c850f4b6e6035f4213b073dca0_7	1778	10.435792922973633
b15800c850f4b6e6035f4213b073dca0_7	1779	11.125290870666504
b15800c850f4b6e6035f4213b073dca0_7	1780	11.355960845947266
b15800c850f4b6e6035f4213b073dca0_7	1781	8.90778636932373
b15800c850f4b6e6035f4213b073dca0_9	1776	7.968184471130371
b15800c850f4b6e6035f4213b073dca0_9	1777	10.179718017578125
b15800c850f4b6e6035f4213b073dca0_9	1778	10.672126770019531
b15800c850f4b6e6035f4213b073dca0_9	1779	10.613525390625
b15800c850f4b6e6035f4213b073dca0_9	1780	10.894930839538574
b15800c850f4b6e6035f4213b073dca0_9	1781	8.893875122070312
b15800c850f4b6e6035f4213b073dca0_11	1776	7.458366870880127
b15800c850f4b6e6035f4213b073dca0_11	1777	10.52311897277832
b15800c850f4b6e6035f4213b073dca0_11	1778	10.857391357421875
b15800c850f4b6e6035f4213b073dca0_11	1779	10.368109703063965
b15800c850f4b6e6035f4213b073dca0_11	1780	10.280128479003906
b15800c850f4b6e6035f4213b073dca0_11	1781	9.325703620910645
b15800c850f4b6e6035f4213b073dca0_13	1776	5.678682804107666
b15800c850f4b6e6035f4213b073dca0_13	1777	9.290406227111816
b15800c850f4b6e6035f4213b073dca0_13	1778	8.744497299194336
b15800c850f4b6e6035f4213b073dca0_13	1779	8.585392951965332
b15800c850f4b6e6035f4213b073dca0_13	1780	8.483299255371094
b15800c850f4b6e6035f4213b073dca0_13	1781	14.466652870178223
6f97154ba52c868e0f706eaa3181d1da_1	1824	6.557920932769775
6f97154ba52c868e0f706eaa3181d1da_1	1813	7.285796642303467
6f97154ba52c868e0f706eaa3181d1da_1	1814	7.761639595031738
6f97154ba52c868e0f706eaa3181d1da_1	1815	9.045183181762695
6f97154ba52c868e0f706eaa3181d1da_1	1817	6.977300643920898
6f97154ba52c868e0f706eaa3181d1da_1	1819	7.920369625091553
6f97154ba52c868e0f706eaa3181d1da_1	1821	6.1601481437683105
6f97154ba52c868e0f706eaa3181d1da_1	1822	5.9559125900268555
6f97154ba52c868e0f706eaa3181d1da_5	1824	5.8394269943237305
6f97154ba52c868e0f706eaa3181d1da_5	1813	5.3429856300354
6f97154ba52c868e0f706eaa3181d1da_5	1814	5.944101333618164
6f97154ba52c868e0f706eaa3181d1da_5	1815	6.0249834060668945
6f97154ba52c868e0f706eaa3181d1da_5	1817	7.108029365539551
6f97154ba52c868e0f706eaa3181d1da_5	1819	5.842280864715576
6f97154ba52c868e0f706eaa3181d1da_5	1821	4.707274913787842
6f97154ba52c868e0f706eaa3181d1da_5	1822	4.827792167663574
6f97154ba52c868e0f706eaa3181d1da_7	2957	10.248870849609375
6f97154ba52c868e0f706eaa3181d1da_7	2958	8.71254825592041
6f97154ba52c868e0f706eaa3181d1da_7	2959	7.528147220611572
6f97154ba52c868e0f706eaa3181d1da_9	1824	8.764335632324219
6f97154ba52c868e0f706eaa3181d1da_9	1813	4.121354579925537
6f97154ba52c868e0f706eaa3181d1da_9	1814	5.374100685119629
6f97154ba52c868e0f706eaa3181d1da_9	1815	4.78170919418335
6f97154ba52c868e0f706eaa3181d1da_9	1817	3.914992094039917
6f97154ba52c868e0f706eaa3181d1da_9	1819	4.566224098205566
6f97154ba52c868e0f706eaa3181d1da_9	1821	3.4778904914855957
6f97154ba52c868e0f706eaa3181d1da_9	1822	3.3054418563842773
6f97154ba52c868e0f706eaa3181d1da_13	1824	10.818853378295898
6f97154ba52c868e0f706eaa3181d1da_13	1813	7.910376071929932
6f97154ba52c868e0f706eaa3181d1da_13	1814	8.74679946899414
6f97154ba52c868e0f706eaa3181d1da_13	1815	8.076621055603027
6f97154ba52c868e0f706eaa3181d1da_13	1817	8.244077682495117
6f97154ba52c868e0f706eaa3181d1da_13	1819	8.269708633422852
6f97154ba52c868e0f706eaa3181d1da_13	1821	7.146644115447998
6f97154ba52c868e0f706eaa3181d1da_13	1822	9.973044395446777
6f97154ba52c868e0f706eaa3181d1da_15	1776	5.774871349334717
6f97154ba52c868e0f706eaa3181d1da_15	1777	8.160553932189941
6f97154ba52c868e0f706eaa3181d1da_15	1778	7.753643989562988
6f97154ba52c868e0f706eaa3181d1da_15	1779	7.70782470703125
6f97154ba52c868e0f706eaa3181d1da_15	1780	7.231195449829102
6f97154ba52c868e0f706eaa3181d1da_15	1781	12.70646858215332
88e5d2c8f965b98d831c84d12f7ddd78_1	1856	8.779706954956055
88e5d2c8f965b98d831c84d12f7ddd78_1	1859	8.87155532836914
88e5d2c8f965b98d831c84d12f7ddd78_1	1861	9.84115219116211
88e5d2c8f965b98d831c84d12f7ddd78_1	1850	9.912551879882812
88e5d2c8f965b98d831c84d12f7ddd78_1	1853	8.126919746398926
88e5d2c8f965b98d831c84d12f7ddd78_3	1856	8.640612602233887
88e5d2c8f965b98d831c84d12f7ddd78_3	1859	8.545202255249023
88e5d2c8f965b98d831c84d12f7ddd78_3	1861	10.33829402923584
88e5d2c8f965b98d831c84d12f7ddd78_3	1850	9.461695671081543
88e5d2c8f965b98d831c84d12f7ddd78_3	1853	6.797486305236816
88e5d2c8f965b98d831c84d12f7ddd78_5	2848	5.849084854125977
88e5d2c8f965b98d831c84d12f7ddd78_5	2849	5.404848098754883
88e5d2c8f965b98d831c84d12f7ddd78_5	2850	3.966230869293213
88e5d2c8f965b98d831c84d12f7ddd78_5	2852	4.02101993560791
88e5d2c8f965b98d831c84d12f7ddd78_5	2853	4.784122943878174
88e5d2c8f965b98d831c84d12f7ddd78_5	2847	3.731279134750366
88e5d2c8f965b98d831c84d12f7ddd78_8	2848	8.139086723327637
88e5d2c8f965b98d831c84d12f7ddd78_8	2849	7.351593494415283
88e5d2c8f965b98d831c84d12f7ddd78_8	2850	6.998778343200684
88e5d2c8f965b98d831c84d12f7ddd78_8	2852	5.8779296875
88e5d2c8f965b98d831c84d12f7ddd78_8	2853	8.335428237915039
88e5d2c8f965b98d831c84d12f7ddd78_8	2847	6.587014198303223
88e5d2c8f965b98d831c84d12f7ddd78_10	2848	7.406961441040039
88e5d2c8f965b98d831c84d12f7ddd78_10	2849	4.774029731750488
88e5d2c8f965b98d831c84d12f7ddd78_10	2850	4.665353298187256
88e5d2c8f965b98d831c84d12f7ddd78_10	2852	3.8587820529937744
88e5d2c8f965b98d831c84d12f7ddd78_10	2853	5.672819137573242
88e5d2c8f965b98d831c84d12f7ddd78_10	2847	4.482475280761719
88e5d2c8f965b98d831c84d12f7ddd78_12	2848	7.382471561431885
88e5d2c8f965b98d831c84d12f7ddd78_12	2849	5.497292518615723
88e5d2c8f965b98d831c84d12f7ddd78_12	2850	4.546483039855957
88e5d2c8f965b98d831c84d12f7ddd78_12	2852	3.6961941719055176
88e5d2c8f965b98d831c84d12f7ddd78_12	2853	5.531842231750488
88e5d2c8f965b98d831c84d12f7ddd78_12	2847	4.5873942375183105
88e5d2c8f965b98d831c84d12f7ddd78_14	2848	9.147303581237793
88e5d2c8f965b98d831c84d12f7ddd78_14	2849	8.410123825073242
88e5d2c8f965b98d831c84d12f7ddd78_14	2850	5.917048454284668
88e5d2c8f965b98d831c84d12f7ddd78_14	2852	4.57208251953125
88e5d2c8f965b98d831c84d12f7ddd78_14	2853	5.941677093505859
88e5d2c8f965b98d831c84d12f7ddd78_14	2847	5.598842144012451
ce72df1f8ff0564cd064bd5c2e464dbc_1	1856	8.11447525024414
ce72df1f8ff0564cd064bd5c2e464dbc_1	1859	8.912538528442383
ce72df1f8ff0564cd064bd5c2e464dbc_1	1861	9.523909568786621
ce72df1f8ff0564cd064bd5c2e464dbc_1	1850	10.042264938354492
ce72df1f8ff0564cd064bd5c2e464dbc_1	1853	8.781208992004395
ce72df1f8ff0564cd064bd5c2e464dbc_3	1856	6.588111877441406
ce72df1f8ff0564cd064bd5c2e464dbc_3	1859	9.846724510192871
ce72df1f8ff0564cd064bd5c2e464dbc_3	1861	7.339404106140137
ce72df1f8ff0564cd064bd5c2e464dbc_3	1850	7.842703342437744
ce72df1f8ff0564cd064bd5c2e464dbc_3	1853	6.650665283203125
ce72df1f8ff0564cd064bd5c2e464dbc_5	2848	4.533744812011719
ce72df1f8ff0564cd064bd5c2e464dbc_5	2849	4.867172718048096
ce72df1f8ff0564cd064bd5c2e464dbc_5	2850	3.95436429977417
ce72df1f8ff0564cd064bd5c2e464dbc_5	2852	3.9318790435791016
ce72df1f8ff0564cd064bd5c2e464dbc_5	2853	3.228947162628174
ce72df1f8ff0564cd064bd5c2e464dbc_5	2847	4.205693244934082
ce72df1f8ff0564cd064bd5c2e464dbc_7	2848	4.758310794830322
ce72df1f8ff0564cd064bd5c2e464dbc_7	2849	4.691252708435059
ce72df1f8ff0564cd064bd5c2e464dbc_7	2850	6.385489463806152
ce72df1f8ff0564cd064bd5c2e464dbc_7	2852	3.9584479331970215
ce72df1f8ff0564cd064bd5c2e464dbc_7	2853	7.15681266784668
ce72df1f8ff0564cd064bd5c2e464dbc_7	2847	5.37851619720459
ce72df1f8ff0564cd064bd5c2e464dbc_11	2848	3.703218698501587
ce72df1f8ff0564cd064bd5c2e464dbc_11	2849	5.369600296020508
ce72df1f8ff0564cd064bd5c2e464dbc_11	2850	5.578554153442383
ce72df1f8ff0564cd064bd5c2e464dbc_11	2852	3.1674246788024902
ce72df1f8ff0564cd064bd5c2e464dbc_11	2853	3.3873891830444336
ce72df1f8ff0564cd064bd5c2e464dbc_11	2847	4.4112548828125
8fcb7fb63e5e3a31f920532d86e5bd93_1	1776	3.7594871520996094
8fcb7fb63e5e3a31f920532d86e5bd93_1	1777	10.208194732666016
8fcb7fb63e5e3a31f920532d86e5bd93_1	1778	6.21581506729126
8fcb7fb63e5e3a31f920532d86e5bd93_1	1779	5.799596786499023
8fcb7fb63e5e3a31f920532d86e5bd93_1	1780	5.6434102058410645
8fcb7fb63e5e3a31f920532d86e5bd93_1	1781	6.0279541015625
8fcb7fb63e5e3a31f920532d86e5bd93_3	1776	3.953510046005249
8fcb7fb63e5e3a31f920532d86e5bd93_3	1777	9.234481811523438
8fcb7fb63e5e3a31f920532d86e5bd93_3	1778	6.054098129272461
8fcb7fb63e5e3a31f920532d86e5bd93_3	1779	5.62716817855835
8fcb7fb63e5e3a31f920532d86e5bd93_3	1780	5.491131782531738
8fcb7fb63e5e3a31f920532d86e5bd93_3	1781	6.087209701538086
8fcb7fb63e5e3a31f920532d86e5bd93_5	2578	10.36884593963623
8fcb7fb63e5e3a31f920532d86e5bd93_5	2579	6.798760414123535
8fcb7fb63e5e3a31f920532d86e5bd93_7	2578	10.29168701171875
8fcb7fb63e5e3a31f920532d86e5bd93_7	2579	5.040663242340088
8fcb7fb63e5e3a31f920532d86e5bd93_9	2578	12.572219848632812
8fcb7fb63e5e3a31f920532d86e5bd93_9	2579	4.991419792175293
8fcb7fb63e5e3a31f920532d86e5bd93_11	2578	9.326234817504883
8fcb7fb63e5e3a31f920532d86e5bd93_11	2579	4.1478776931762695
8fcb7fb63e5e3a31f920532d86e5bd93_13	2578	9.029974937438965
8fcb7fb63e5e3a31f920532d86e5bd93_13	2579	4.406495571136475
228b1945651a202913c9076030ec6839_1	1776	8.863336563110352
228b1945651a202913c9076030ec6839_1	1777	4.887515544891357
